_v_fcstm_id,period_id_mnth,_v_lagm_id,item,sop_family,size,brand,color,line,linegroup,plant,quantity,cogs,revenue
2022-04-01,2022-07-01,3,Item 11823,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,9200.0,217672.000,310960.000
2022-04-01,2022-10-01,6,Item 11823,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,4600.0,108836.000,155480.000
2022-04-01,2022-08-01,4,Item 11823,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,9200.0,217672.000,310960.000
2022-04-01,2022-09-01,5,Item 11823,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,4600.0,108836.000,155480.000
2022-04-01,2022-04-01,0,Item 11823,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,9100.0,215306.000,307580.000
2022-04-01,2022-08-01,4,Item 13887,Popular Products,Medium,Cave Creek,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,4670.0,87142.200,124455.500
2022-04-01,2022-06-01,2,Item 13887,Popular Products,Medium,Cave Creek,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,4670.0,87142.200,124455.500
2022-04-01,2022-10-01,6,Item 13887,Popular Products,Medium,Cave Creek,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,4670.0,87142.200,124455.500
2022-04-01,2022-04-01,0,Item 03050,Popular Products,Small,Pine Top,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,112.0,1426.880,2038.400
2022-04-01,2022-05-01,1,Item 07069,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,9500.0,207480.000,296400.000
2022-04-01,2022-06-01,2,Item 07069,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,9500.0,207480.000,296400.000
2022-04-01,2022-11-01,7,Item 07069,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,9500.0,207480.000,296400.000
2022-04-01,2022-08-01,4,Item 07069,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,9500.0,207480.000,296400.000
2022-04-01,2022-09-01,5,Item 07069,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,28500.0,622440.000,889200.000
2022-04-01,2022-10-01,6,Item 07069,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,9500.0,207480.000,296400.000
2022-04-01,2022-04-01,0,Item 13946,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,24500.0,312130.000,445900.000
2022-04-01,2022-06-01,2,Item 13946,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,49000.0,624260.000,891800.000
2022-04-01,2022-05-01,1,Item 13946,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,49000.0,624260.000,891800.000
2022-04-01,2022-09-01,5,Item 13946,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,24500.0,312130.000,445900.000
2022-04-01,2022-08-01,4,Item 00235,Popular Products,Medium,Snowflake,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,24500.0,457170.000,652925.000
2022-04-01,2022-08-01,4,Item 13946,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,24500.0,312130.000,445900.000
2022-04-01,2022-06-01,2,Item 06465,Popular Products,Extra Large,Snowflake,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,19081.0,451456.460,644937.800
2022-04-01,2022-09-01,5,Item 11611,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,7670.0,181472.200,259246.000
2022-04-01,2022-10-01,6,Item 00235,Popular Products,Medium,Snowflake,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,24500.0,457170.000,652925.000
2022-04-01,2022-10-01,6,Item 13946,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,24500.0,312130.000,445900.000
2022-04-01,2022-06-01,2,Item 00235,Popular Products,Medium,Snowflake,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,24500.0,457170.000,652925.000
2022-04-01,2022-09-01,5,Item 00235,Popular Products,Medium,Snowflake,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,24500.0,457170.000,652925.000
2022-04-01,2022-05-01,1,Item 00235,Popular Products,Medium,Snowflake,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,33000.0,615780.000,879450.000
2022-04-01,2022-06-01,2,Item 14188,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,4300.0,93912.000,134160.000
2022-04-01,2022-10-01,6,Item 14188,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,4300.0,93912.000,134160.000
2022-04-01,2022-05-01,1,Item 14188,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,4300.0,93912.000,134160.000
2022-04-01,2022-07-01,3,Item 14188,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,4300.0,93912.000,134160.000
2022-04-01,2022-10-01,6,Item 06000,Popular Products,Extra Large,Cave Creek,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,4600.0,108836.000,155480.000
2022-04-01,2022-08-01,4,Item 14188,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,4300.0,93912.000,134160.000
2022-04-01,2022-09-01,5,Item 06000,Popular Products,Extra Large,Cave Creek,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,9200.0,217672.000,310960.000
2022-04-01,2022-06-01,2,Item 06000,Popular Products,Extra Large,Cave Creek,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,9200.0,217672.000,310960.000
2022-04-01,2022-06-01,2,Item 11391,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,7800.0,184548.000,263640.000
2022-04-01,2022-08-01,4,Item 11391,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,7800.0,184548.000,263640.000
2022-04-01,2022-05-01,1,Item 11391,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,5400.0,127764.000,182520.000
2022-04-01,2022-10-01,6,Item 11391,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,7800.0,184548.000,263640.000
2022-04-01,2022-11-01,7,Item 11391,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,7800.0,184548.000,263640.000
2022-04-01,2022-04-01,0,Item 11391,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,7800.0,184548.000,263640.000
2022-04-01,2022-05-01,1,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,18000.0,229320.000,327600.000
2022-04-01,2022-04-01,0,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,36000.0,458640.000,655200.000
2022-04-01,2022-05-01,1,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,18000.0,229320.000,327600.000
2022-04-01,2022-07-01,3,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,54000.0,687960.000,982800.000
2022-04-01,2022-06-01,2,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,36000.0,458640.000,655200.000
2022-04-01,2022-09-01,5,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,54000.0,687960.000,982800.000
2022-04-01,2022-11-01,7,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,18000.0,229320.000,327600.000
2022-04-01,2022-09-01,5,Item 09741,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,3584.0,45660.160,65228.800
2022-04-01,2022-06-01,2,Item 09741,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,13664.0,174079.360,248684.800
2022-04-01,2022-10-01,6,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,72000.0,917280.000,1310400.000
2022-04-01,2022-08-01,4,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,54000.0,687960.000,982800.000
2022-04-01,2022-07-01,3,Item 09741,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,2632.0,33531.680,47902.400
2022-04-01,2022-10-01,6,Item 09741,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,3864.0,49227.360,70324.800
2022-04-01,2022-11-01,7,Item 09741,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,5096.0,64923.040,92747.200
2022-04-01,2022-07-01,3,Item 11401,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,2400.0,52416.000,74880.000
2022-04-01,2022-06-01,2,Item 09756,Popular Products,Extra Large,Cave Creek,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,7040.0,166566.400,237952.000
2022-04-01,2022-10-01,6,Item 09756,Popular Products,Extra Large,Cave Creek,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,7040.0,166566.400,237952.000
2022-04-01,2022-08-01,4,Item 09741,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,4088.0,52081.120,74401.600
2022-04-01,2022-10-01,6,Item 11401,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,5920.0,129292.800,184704.000
2022-04-01,2022-09-01,5,Item 11401,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,4720.0,103084.800,147264.000
2022-04-01,2022-11-01,7,Item 11401,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,3680.0,80371.200,114816.000
2022-04-01,2022-06-01,2,Item 11401,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,560.0,12230.400,17472.000
2022-04-01,2022-08-01,4,Item 11401,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,2560.0,55910.400,79872.000
2022-04-01,2022-06-01,2,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,106800.0,2332512.000,3332160.000
2022-04-01,2022-08-01,4,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,106800.0,2332512.000,3332160.000
2022-04-01,2022-11-01,7,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,53400.0,1166256.000,1666080.000
2022-04-01,2022-05-01,1,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,142393.0,3109863.120,4442661.600
2022-04-01,2022-07-01,3,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,106800.0,2332512.000,3332160.000
2022-04-01,2022-08-01,4,Item 00177,Popular Products,Extra Large,Cave Creek,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,7800.0,184548.000,263640.000
2022-04-01,2022-10-01,6,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,106800.0,2332512.000,3332160.000
2022-04-01,2022-09-01,5,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,53400.0,1166256.000,1666080.000
2022-04-01,2022-04-01,0,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,119800.0,2616432.000,3737760.000
2022-04-01,2022-10-01,6,Item 12024,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,42000.0,783720.000,1119300.000
2022-04-01,2022-04-01,0,Item 12024,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,68000.0,1268880.000,1812200.000
2022-04-01,2022-07-01,3,Item 13708,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,672.0,8561.280,12230.400
2022-04-01,2022-05-01,1,Item 12024,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,84000.0,1567440.000,2238600.000
2022-04-01,2022-11-01,7,Item 12024,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,84000.0,1567440.000,2238600.000
2022-04-01,2022-09-01,5,Item 13708,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,672.0,8561.280,12230.400
2022-04-01,2022-10-01,6,Item 13708,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,672.0,8561.280,12230.400
2022-04-01,2022-08-01,4,Item 13708,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,448.0,5707.520,8153.600
2022-04-01,2022-11-01,7,Item 13708,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,224.0,2853.760,4076.800
2022-04-01,2022-06-01,2,Item 12024,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,84000.0,1567440.000,2238600.000
2022-04-01,2022-09-01,5,Item 12024,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,84000.0,1567440.000,2238600.000
2022-04-01,2022-08-01,4,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,73.0,1727.180,2467.400
2022-04-01,2022-09-01,5,Item 14298,Popular Products,Large,Private Label,Black,A - 14 Large Black,Large Format Lines,Atlanta,10200.0,222768.000,318240.000
2022-04-01,2022-11-01,7,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,71.0,1679.860,2399.800
2022-04-01,2022-05-01,1,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,251.0,5938.660,8483.800
2022-04-01,2022-04-01,0,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,42.0,993.720,1419.600
2022-04-01,2022-07-01,3,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,82.0,1940.120,2771.600
2022-04-01,2022-06-01,2,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,85.0,2011.100,2873.000
2022-04-01,2022-04-01,0,Item 12632,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,12600.0,160524.000,229320.000
2022-04-01,2022-04-01,0,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,12.0,283.920,405.600
2022-04-01,2022-09-01,5,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,169.0,3998.540,5712.200
2022-04-01,2022-10-01,6,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,67.0,1585.220,2264.600
2022-04-01,2022-07-01,3,Item 12632,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,18900.0,240786.000,343980.000
2022-04-01,2022-09-01,5,Item 12632,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,12600.0,160524.000,229320.000
2022-04-01,2022-05-01,1,Item 12632,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-10-01,6,Item 12632,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-04-01,0,Item 12473,Popular Products,Large,Cave Creek,Black,A - 14 Large Black,Large Format Lines,Atlanta,3800.0,82992.000,118560.000
2022-04-01,2022-11-01,7,Item 12632,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-05-01,1,Item 12632,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,12600.0,160524.000,229320.000
2022-04-01,2022-11-01,7,Item 12473,Popular Products,Large,Cave Creek,Black,A - 14 Large Black,Large Format Lines,Atlanta,3800.0,82992.000,118560.000
2022-04-01,2022-07-01,3,Item 12473,Popular Products,Large,Cave Creek,Black,A - 14 Large Black,Large Format Lines,Atlanta,3800.0,82992.000,118560.000
2022-04-01,2022-08-01,4,Item 12632,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-04-01,0,Item 11025,Popular Products,Medium,Pine Top,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,7800.0,145548.000,207870.000
2022-04-01,2022-04-01,0,Item 12004,Popular Products,Large,Cave Creek,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,7000.0,152880.000,218400.000
2022-04-01,2022-10-01,6,Item 12004,Popular Products,Large,Cave Creek,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,7600.0,165984.000,237120.000
2022-04-01,2022-05-01,1,Item 12004,Popular Products,Large,Cave Creek,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,7500.0,163800.000,234000.000
2022-04-01,2022-09-01,5,Item 11025,Popular Products,Medium,Pine Top,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,7800.0,145548.000,207870.000
2022-04-01,2022-06-01,2,Item 04856,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,12000.0,262080.000,374400.000
2022-04-01,2022-09-01,5,Item 04856,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,12000.0,262080.000,374400.000
2022-04-01,2022-10-01,6,Item 02450,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,184000.0,2344160.000,3348800.000
2022-04-01,2022-05-01,1,Item 11025,Popular Products,Medium,Pine Top,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,7800.0,145548.000,207870.000
2022-04-01,2022-06-01,2,Item 02450,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,23000.0,293020.000,418600.000
2022-04-01,2022-11-01,7,Item 11025,Popular Products,Medium,Pine Top,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,7800.0,145548.000,207870.000
2022-04-01,2022-07-01,3,Item 02450,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,23000.0,293020.000,418600.000
2022-04-01,2022-10-01,6,Item 04856,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,12000.0,262080.000,374400.000
2022-04-01,2022-04-01,0,Item 02450,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,30000.0,382200.000,546000.000
2022-04-01,2022-11-01,7,Item 02450,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,23000.0,293020.000,418600.000
2022-04-01,2022-11-01,7,Item 12004,Popular Products,Large,Cave Creek,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,3800.0,82992.000,118560.000
2022-04-01,2022-09-01,5,Item 12004,Popular Products,Large,Cave Creek,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,3800.0,82992.000,118560.000
2022-04-01,2022-07-01,3,Item 12004,Popular Products,Large,Cave Creek,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,7600.0,165984.000,237120.000
2022-04-01,2022-08-01,4,Item 12004,Popular Products,Large,Cave Creek,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,3800.0,82992.000,118560.000
2022-04-01,2022-08-01,4,Item 11807,Popular Products,Small,Cave Creek,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-11-01,7,Item 10507,Popular Products,Small,Pine Top,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,220.0,2802.800,4004.000
2022-04-01,2022-05-01,1,Item 10507,Popular Products,Small,Pine Top,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,110.0,1401.400,2002.000
2022-04-01,2022-10-01,6,Item 05197,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,12000.0,283920.000,405600.000
2022-04-01,2022-05-01,1,Item 05197,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,12000.0,283920.000,405600.000
2022-04-01,2022-06-01,2,Item 05197,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,12000.0,283920.000,405600.000
2022-04-01,2022-08-01,4,Item 05197,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,12000.0,283920.000,405600.000
2022-04-01,2022-07-01,3,Item 05197,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,12000.0,283920.000,405600.000
2022-04-01,2022-05-01,1,Item 02450,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,46000.0,586040.000,837200.000
2022-04-01,2022-04-01,0,Item 10507,Popular Products,Small,Pine Top,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,7.0,89.180,127.400
2022-04-01,2022-09-01,5,Item 05197,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,12000.0,283920.000,405600.000
2022-04-01,2022-11-01,7,Item 11807,Popular Products,Small,Cave Creek,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-10-01,6,Item 11807,Popular Products,Small,Cave Creek,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-05-01,1,Item 11807,Popular Products,Small,Cave Creek,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-06-01,2,Item 11807,Popular Products,Small,Cave Creek,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,6300.0,80262.000,114660.000
2022-04-01,2022-10-01,6,Item 01143,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,10000.0,186600.000,266500.000
2022-04-01,2022-08-01,4,Item 01143,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,10000.0,186600.000,266500.000
2022-04-01,2022-04-01,0,Item 01143,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,6000.0,111960.000,159900.000
2022-04-01,2022-06-01,2,Item 01143,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,10000.0,186600.000,266500.000
2022-04-01,2022-07-01,3,Item 01143,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,10000.0,186600.000,266500.000
2022-04-01,2022-09-01,5,Item 09680,Popular Products,Small,Private Label,Red,P - 1 Small Red,Small Format Lines,Phoenix,3000.0,38220.000,54600.000
2022-04-01,2022-09-01,5,Item 01404,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,3000.0,38220.000,54600.000
2022-04-01,2022-08-01,4,Item 00266,Popular Products,Large,Cave Creek,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,7800.0,170352.000,243360.000
2022-04-01,2022-05-01,1,Item 09680,Popular Products,Small,Private Label,Red,P - 1 Small Red,Small Format Lines,Phoenix,3000.0,38220.000,54600.000
2022-04-01,2022-07-01,3,Item 09989,Popular Products,Medium,Snowflake,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,3900.0,72774.000,103935.000
2022-04-01,2022-11-01,7,Item 09680,Popular Products,Small,Private Label,Red,P - 1 Small Red,Small Format Lines,Phoenix,3000.0,38220.000,54600.000
2022-04-01,2022-09-01,5,Item 01965,Popular Products,Small,Private Label,Black,P - 4 Small Black,Small Format Lines,Phoenix,3800.0,48412.000,69160.000
