period_id_mnth,item,sop_family,size,brand,color,line,linegroup,plant,quantity,cogs,revenue
2021-01-01,Item 00660,Popular Products,Extra Large,Private Label,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,936.00000000000000000000000,22145.7600000000000000000000000,31636.8000000000000000000000000
2021-01-01,Item 00830,Popular Products,Large,Private Label,Black,A - 14 Large Black,Large Format Lines,Atlanta,3706.00000000000000000000000,80939.0400000000000000000000000,115627.2000000000000000000000000
2021-01-01,Item 00863,Popular Products,Extra Large,Pine Top,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,3900.99999999999999996099000,92297.6599999999999990770234000,131853.7999999999999986814620000
2021-01-01,Item 01054,Popular Products,Extra Large,Pine Top,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,2240.920000000000000000000000,53020.16720000000000000000000000,75743.09600000000000000000000000
2021-01-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,3961.170000000000000000000000,73915.43220000000000000000000000,105565.18050000000000000000000000
2021-01-01,Item 01143,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,7310.170000000000000000000000,136407.77220000000000000000000000,194816.03050000000000000000000000
2021-01-01,Item 01214,Popular Products,Large,Pine Top,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,7677.00000000000000000000000,167665.6800000000000000000000000,239522.4000000000000000000000000
2021-01-01,Item 01235,Popular Products,Large,Cave Creek,White,A - 15 Large White,Large Format Lines,Atlanta,387.830000000000000000000000,8470.20720000000000000000000000,12100.29600000000000000000000000
2021-01-01,Item 01269,Popular Products,Medium,Snowflake,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,1357.00000000000000000000000,25321.6200000000000000000000000,36164.0500000000000000000000000
2021-01-01,Item 01411,Popular Products,Large,Cave Creek,Black,A - 14 Large Black,Large Format Lines,Atlanta,3553.00000000000000000000000,77597.5200000000000000000000000,110853.6000000000000000000000000
2021-01-01,Item 01460,Popular Products,Large,Private Label,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,-1.00000000000000000000000,-21.8400000000000000000000000,-31.2000000000000000000000000
2021-01-01,Item 01474,Popular Products,Medium,Pine Top,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,58675.00000000000000000000000,1094875.5000000000000000000000000,1563688.7500000000000000000000000
2021-01-01,Item 01642,Popular Products,Large,Snowflake,Red,A - 11 Large Red,Large Format Lines,Atlanta,1291.00000000000000000000000,28195.4400000000000000000000000,40279.2000000000000000000000000
2021-01-01,Item 01667,Popular Products,Extra Large,Cave Creek,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,96.00000000000000000000000,2271.3600000000000000000000000,3244.8000000000000000000000000
2021-01-01,Item 01822,Popular Products,Medium,Snowflake,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,5764.830000000000000000000000,107571.72780000000000000000000000,153632.71950000000000000000000000
2021-01-01,Item 01860,Popular Products,Medium,Private Label,White,P - 10 Medium White,Medium Format Lines,Phoenix,2140.170000000000000000000000,39935.57220000000000000000000000,57035.53050000000000000000000000
2021-01-01,Item 01965,Popular Products,Small,Private Label,Black,P - 4 Small Black,Small Format Lines,Phoenix,338.00000000000000000000000,4306.1200000000000000000000000,6151.6000000000000000000000000
2021-01-01,Item 01969,Popular Products,Large,Snowflake,Red,A - 11 Large Red,Large Format Lines,Atlanta,935.50000000000000000000000,20431.3200000000000000000000000,29187.6000000000000000000000000
2021-01-01,Item 02000,Popular Products,Extra Large,Private Label,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,155.00000000000000000000000,3667.3000000000000000000000000,5239.0000000000000000000000000
2021-01-01,Item 02239,Popular Products,Medium,Snowflake,White,P - 10 Medium White,Medium Format Lines,Phoenix,6038.00000000000000000000000,112669.0800000000000000000000000,160912.7000000000000000000000000
2021-01-01,Item 02255,Popular Products,Extra Large,Snowflake,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,12386.329999999999999876136700,293060.56779999999999706939432200,418657.95399999999999581342046000
2021-01-01,Item 02261,Popular Products,Extra Large,Snowflake,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,4511.00000000000000000000000,106730.2600000000000000000000000,152471.8000000000000000000000000
2021-01-01,Item 02345,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,46438.00000000000000000000000,1014205.9200000000000000000000000,1448865.6000000000000000000000000
2021-01-01,Item 02439,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,11637.670000000000000000000000,254166.71280000000000000000000000,363095.30400000000000000000000000
2021-01-01,Item 02450,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,19825.770000000000000000000000,252580.30980000000000000000000000,360829.01400000000000000000000000
2021-01-01,Item 02736,Popular Products,Extra Large,Private Label,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,2112.00000000000000000000000,49969.9200000000000000000000000,71385.6000000000000000000000000
2021-01-01,Item 02782,Popular Products,Medium,Private Label,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,1187.00000000000000000000000,22149.4200000000000000000000000,31633.5500000000000000000000000
2021-01-01,Item 02975,Popular Products,Large,Pine Top,Black,A - 14 Large Black,Large Format Lines,Atlanta,3788.00000000000000000000000,82729.9200000000000000000000000,118185.6000000000000000000000000
2021-01-01,Item 03005,Popular Products,Extra Large,Snowflake,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,3001.00000000000000000000000,71003.6600000000000000000000000,101433.8000000000000000000000000
2021-01-01,Item 03050,Popular Products,Small,Pine Top,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,3.00000000000000000000000,38.2200000000000000000000000,54.6000000000000000000000000
2021-01-01,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,11171.500000000000000000000000,142324.91000000000000000000000000,203321.30000000000000000000000000
2021-01-01,Item 03247,Popular Products,Medium,Private Label,White,P - 10 Medium White,Medium Format Lines,Phoenix,986.00000000000000000000000,18398.7600000000000000000000000,26276.9000000000000000000000000
2021-01-01,Item 03277,Popular Products,Small,Pine Top,Black,P - 4 Small Black,Small Format Lines,Phoenix,51.00000000000000000000000,649.7400000000000000000000000,928.2000000000000000000000000
2021-01-01,Item 03306,Popular Products,Extra Large,Pine Top,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,2245.00000000000000000000000,53116.7000000000000000000000000,75881.0000000000000000000000000
2021-01-01,Item 03367,Popular Products,Large,Private Label,White,A - 15 Large White,Large Format Lines,Atlanta,2225.00000000000000000000000,48594.0000000000000000000000000,69420.0000000000000000000000000
2021-01-01,Item 03372,Popular Products,Medium,Cave Creek,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,2023.00000000000000002023000,37749.1800000000000003774918000,53912.9500000000000005391295000
2021-01-01,Item 03476,Popular Products,Medium,Cave Creek,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,900.00000000000000000000000,16794.0000000000000000000000000,23985.0000000000000000000000000
2021-01-01,Item 03609,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,31418.00000000000000000000000,686169.1200000000000000000000000,980241.6000000000000000000000000
2021-01-01,Item 03617,Popular Products,Extra Large,Cave Creek,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,1355.830000000000000000000000,32078.93780000000000000000000000,45827.05400000000000000000000000
2021-01-01,Item 03619,Popular Products,Small,Cave Creek,Red,P - 1 Small Red,Small Format Lines,Phoenix,2590.00000000000000000000000,32996.6000000000000000000000000,47138.0000000000000000000000000
2021-01-01,Item 03810,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,6554.00000000000000000000000,122297.6400000000000000000000000,174664.1000000000000000000000000
2021-01-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,16968.830000000000000000000000,370599.24720000000000000000000000,529427.49600000000000000000000000
2021-01-01,Item 04011,Popular Products,Small,Snowflake,Black,P - 4 Small Black,Small Format Lines,Phoenix,-0.330000000000000000000000,-4.20420000000000000000000000,-6.00600000000000000000000000
2021-01-01,Item 04222,Popular Products,Medium,Pine Top,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,2210.00000000000000000000000,41238.6000000000000000000000000,58896.5000000000000000000000000
2021-01-01,Item 04270,Popular Products,Small,Pine Top,White,P - 5 Small White,Small Format Lines,Phoenix,-4.330000000000000000000000,-55.16420000000000000000000000,-78.80600000000000000000000000
2021-01-01,Item 04326,Popular Products,Medium,Snowflake,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,1003.920000000000000000000000,18733.14720000000000000000000000,26754.46800000000000000000000000
2021-01-01,Item 04474,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,11566.00000000000000000000000,252601.4400000000000000000000000,360859.2000000000000000000000000
2021-01-01,Item 04500,Popular Products,Medium,Private Label,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,53199.00000000000000000000000,992693.3400000000000000000000000,1417753.3500000000000000000000000
2021-01-01,Item 04502,Popular Products,Medium,Pine Top,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,15640.00000000000000000000000,291842.4000000000000000000000000,416806.0000000000000000000000000
2021-01-01,Item 04522,Popular Products,Extra Large,Snowflake,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,112.00000000000000000000000,2649.9200000000000000000000000,3785.6000000000000000000000000
2021-01-01,Item 04529,Popular Products,Medium,Pine Top,White,P - 10 Medium White,Medium Format Lines,Phoenix,5258.670000000000000000000000,98126.78220000000000000000000000,140143.55550000000000000000000000
2021-01-01,Item 04627,Popular Products,Small,Pine Top,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,14697.00000000000000000000000,187239.7800000000000000000000000,267485.4000000000000000000000000
2021-01-01,Item 04654,Popular Products,Small,Private Label,Black,P - 4 Small Black,Small Format Lines,Phoenix,431.00000000000000000000000,5490.9400000000000000000000000,7844.2000000000000000000000000
2021-01-01,Item 04678,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,1562.170000000000000000000000,36960.94220000000000000000000000,52801.34600000000000000000000000
2021-01-01,Item 04767,Popular Products,Large,Pine Top,Red,A - 11 Large Red,Large Format Lines,Atlanta,5821.00000000000000000000000,127130.6400000000000000000000000,181615.2000000000000000000000000
2021-01-01,Item 04785,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,4992.99999999999999995007000,63610.8199999999999993638918000,90872.5999999999999990912740000
2021-01-01,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,48934.250000000000000000000000,1068724.02000000000000000000000000,1526748.60000000000000000000000000
2021-01-01,Item 04831,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,117356.00000000000000000000000,2189862.9600000000000000000000000,3127537.4000000000000000000000000
2021-01-01,Item 04856,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,2919.830000000000000000000000,63769.08720000000000000000000000,91098.69600000000000000000000000
2021-01-01,Item 05008,Popular Products,Medium,Snowflake,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,1369.00000000000000000000000,25545.5400000000000000000000000,36483.8500000000000000000000000
2021-01-01,Item 05157,Popular Products,Extra Large,Snowflake,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,3893.830000000000000000000000,92128.01780000000000000000000000,131611.45400000000000000000000000
2021-01-01,Item 05179,Popular Products,Small,Private Label,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,200.00000000000000000000000,2548.0000000000000000000000000,3640.0000000000000000000000000
2021-01-01,Item 05185,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,25.00000000000000000000000,318.5000000000000000000000000,455.0000000000000000000000000
2021-01-01,Item 05197,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,10326.00000000000000000000000,244313.1600000000000000000000000,349018.8000000000000000000000000
2021-01-01,Item 05213,Popular Products,Extra Large,Cave Creek,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,1700.00000000000000000000000,40222.0000000000000000000000000,57460.0000000000000000000000000
2021-01-01,Item 05465,Popular Products,Large,Snowflake,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,48529.00000000000000000000000,1059873.3600000000000000000000000,1514104.8000000000000000000000000
2021-01-01,Item 05469,Popular Products,Large,Private Label,Black,A - 14 Large Black,Large Format Lines,Atlanta,1.670000000000000000000000,36.47280000000000000000000000,52.10400000000000000000000000
2021-01-01,Item 05480,Popular Products,Extra Large,Pine Top,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,66.00000000000000000000000,1561.5600000000000000000000000,2230.8000000000000000000000000
2021-01-01,Item 05493,Popular Products,Medium,Cave Creek,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,1813.00000000000000000000000,33830.5800000000000000000000000,48316.4500000000000000000000000
2021-01-01,Item 05791,Popular Products,Large,Snowflake,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,11298.249999999999999887017500,246753.77999999999999753246220000,352505.39999999999999647494600000
2021-01-01,Item 05913,Popular Products,Large,Cave Creek,Black,A - 14 Large Black,Large Format Lines,Atlanta,35110.00000000000000000000000,766802.4000000000000000000000000,1095432.0000000000000000000000000
2021-01-01,Item 06000,Popular Products,Extra Large,Cave Creek,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,978.00000000000000000978000,23139.4800000000000002313948000,33056.4000000000000003305640000
2021-01-01,Item 06094,Popular Products,Small,Pine Top,White,P - 5 Small White,Small Format Lines,Phoenix,2628.00000000000000000000000,33480.7200000000000000000000000,47829.6000000000000000000000000
2021-01-01,Item 06129,Popular Products,Medium,Snowflake,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,73984.00000000000000000000000,1380541.4400000000000000000000000,1971673.6000000000000000000000000
2021-01-01,Item 06190,Popular Products,Small,Cave Creek,Red,P - 1 Small Red,Small Format Lines,Phoenix,3798.00000000000000000000000,48386.5200000000000000000000000,69123.6000000000000000000000000
2021-01-01,Item 06228,Popular Products,Medium,Snowflake,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,24723.840000000000000000000000,461346.85440000000000000000000000,658890.33600000000000000000000000
2021-01-01,Item 06436,Popular Products,Medium,Pine Top,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,48927.920000000000000000000000,912994.98720000000000000000000000,1303929.06800000000000000000000000
2021-01-01,Item 06455,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,4950.00000000000000004950000,108108.0000000000000010810800000,154440.0000000000000015444000000
2021-01-01,Item 06465,Popular Products,Extra Large,Snowflake,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,7361.00000000000000000000000,174161.2600000000000000000000000,248801.8000000000000000000000000
2021-01-01,Item 06519,Popular Products,Large,Snowflake,White,A - 15 Large White,Large Format Lines,Atlanta,11470.00000000000000000000000,250504.8000000000000000000000000,357864.0000000000000000000000000
2021-01-01,Item 06524,Popular Products,Large,Pine Top,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,8415.00000000000000000000000,183783.6000000000000000000000000,262548.0000000000000000000000000
2021-01-01,Item 06591,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,128.00000000000000000000000,3028.4800000000000000000000000,4326.4000000000000000000000000
2021-01-01,Item 06605,Popular Products,Medium,Pine Top,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,611.00000000000000000000000,11401.2600000000000000000000000,16283.1500000000000000000000000
2021-01-01,Item 06700,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,55552.50000000000000000000000,1036609.6500000000000000000000000,1480474.1250000000000000000000000
2021-01-01,Item 06771,Popular Products,Small,Pine Top,Red,P - 1 Small Red,Small Format Lines,Phoenix,876.250000000000000000000000,11163.42500000000000000000000000,15947.75000000000000000000000000
2021-01-01,Item 06829,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,1765.00000000000000000000000,38547.6000000000000000000000000,55068.0000000000000000000000000
2021-01-01,Item 07000,Popular Products,Extra Large,Snowflake,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,164.00000000000000000000000,3880.2400000000000000000000000,5543.2000000000000000000000000
2021-01-01,Item 07011,Popular Products,Medium,Snowflake,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,1719.00000000000000000000000,32076.5400000000000000000000000,45811.3500000000000000000000000
2021-01-01,Item 07069,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,8908.00000000000000000000000,194550.7200000000000000000000000,277929.6000000000000000000000000
2021-01-01,Item 07149,Popular Products,Extra Large,Pine Top,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,0.210000000000000000000000,4.96860000000000000000000000,7.09800000000000000000000000
2021-01-01,Item 07218,Popular Products,Small,Cave Creek,Black,P - 4 Small Black,Small Format Lines,Phoenix,3274.00000000000000000000000,41710.7600000000000000000000000,59586.8000000000000000000000000
2021-01-01,Item 07623,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,320.00000000000000000000000,6988.8000000000000000000000000,9984.0000000000000000000000000
2021-01-01,Item 07729,Popular Products,Extra Large,Snowflake,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,1.669999999999999999983300,39.51219999999999999960487800,56.44599999999999999943554000
2021-01-01,Item 07762,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,42.330000000000000000000000,924.48720000000000000000000000,1320.69600000000000000000000000
2021-01-01,Item 07778,Popular Products,Medium,Pine Top,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,10752.919999999999999892470800,200649.48719999999999799350512800,286565.31799999999999713434682000
2021-01-01,Item 07782,Popular Products,Medium,Pine Top,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,5807.830000000000000000000000,108374.10780000000000000000000000,154778.66950000000000000000000000
2021-01-01,Item 07895,Popular Products,Extra Large,Snowflake,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,1406.420000000000000000000000,33275.89720000000000000000000000,47536.99600000000000000000000000
2021-01-01,Item 07947,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,297.920000000000000000000000,6506.57280000000000000000000000,9295.10400000000000000000000000
2021-01-01,Item 08046,Popular Products,Medium,Private Label,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,68.00000000000000000000000,1268.8800000000000000000000000,1812.2000000000000000000000000
2021-01-01,Item 08050,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,38859.00000000000000000000000,848680.5600000000000000000000000,1212400.8000000000000000000000000
2021-01-01,Item 08108,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,49.50000000000000000000000,1171.1700000000000000000000000,1673.1000000000000000000000000
2021-01-01,Item 08132,Popular Products,Large,Snowflake,White,A - 15 Large White,Large Format Lines,Atlanta,4129.420000000000000000000000,90186.53280000000000000000000000,128837.90400000000000000000000000
2021-01-01,Item 08135,Popular Products,Medium,Pine Top,White,P - 10 Medium White,Medium Format Lines,Phoenix,503.750000000000000000000000,9399.97500000000000000000000000,13424.93750000000000000000000000
2021-01-01,Item 08229,Popular Products,Large,Snowflake,Red,A - 11 Large Red,Large Format Lines,Atlanta,117505.330000000000000000000000,2566316.40720000000000000000000000,3666166.29600000000000000000000000
2021-01-01,Item 08234,Popular Products,Medium,Cave Creek,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,636.920000000000000000000000,11884.92720000000000000000000000,16973.91800000000000000000000000
2021-01-01,Item 08314,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,385.00000000000000000000000,8408.4000000000000000000000000,12012.0000000000000000000000000
2021-01-01,Item 08337,Popular Products,Large,Private Label,Red,A - 11 Large Red,Large Format Lines,Atlanta,3697.170000000000000000000000,80746.19280000000000000000000000,115351.70400000000000000000000000
2021-01-01,Item 08399,Popular Products,Large,Snowflake,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,151.00000000000000000000000,3297.8400000000000000000000000,4711.2000000000000000000000000
2021-01-01,Item 08470,Popular Products,Small,Private Label,White,P - 5 Small White,Small Format Lines,Phoenix,60.00000000000000000000000,764.4000000000000000000000000,1092.0000000000000000000000000
2021-01-01,Item 08497,Popular Products,Small,Pine Top,White,P - 5 Small White,Small Format Lines,Phoenix,5725.00000000000000000000000,72936.5000000000000000000000000,104195.0000000000000000000000000
2021-01-01,Item 08499,Popular Products,Large,Private Label,Red,A - 11 Large Red,Large Format Lines,Atlanta,1360.920000000000000000000000,29722.49280000000000000000000000,42460.70400000000000000000000000
2021-01-01,Item 08512,Popular Products,Large,Private Label,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,558.830000000000000000000000,12204.84720000000000000000000000,17435.49600000000000000000000000
2021-01-01,Item 08514,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,305.50000000000000000000000,5700.6300000000000000000000000,8141.5750000000000000000000000
2021-01-01,Item 08576,Popular Products,Extra Large,Pine Top,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,1418.250000000000000000000000,33555.79500000000000000000000000,47936.85000000000000000000000000
2021-01-01,Item 08599,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,6570.00000000000000000000000,122596.2000000000000000000000000,175090.5000000000000000000000000
2021-01-01,Item 08684,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,2928.00000000000000000000000,54636.4800000000000000000000000,78031.2000000000000000000000000
2021-01-01,Item 08941,Popular Products,Small,Pine Top,Red,P - 1 Small Red,Small Format Lines,Phoenix,544.00000000000000000000000,6930.5600000000000000000000000,9900.8000000000000000000000000
2021-01-01,Item 08944,Popular Products,Medium,Pine Top,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,3780.00000000000000000000000,70534.8000000000000000000000000,100737.0000000000000000000000000
2021-01-01,Item 09010,Popular Products,Large,Snowflake,White,A - 15 Large White,Large Format Lines,Atlanta,58380.50000000000000000000000,1275030.1200000000000000000000000,1821471.6000000000000000000000000
2021-01-01,Item 09041,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,125.00000000000000000000000,2332.5000000000000000000000000,3331.2500000000000000000000000
2021-01-01,Item 09087,Popular Products,Large,Snowflake,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,1379.99999999999999998620000,30139.1999999999999996986080000,43055.9999999999999995694400000
2021-01-01,Item 09213,Popular Products,Medium,Private Label,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,1077.00000000000000000000000,20096.8200000000000000000000000,28702.0500000000000000000000000
2021-01-01,Item 09504,Popular Products,Large,Pine Top,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,59906.860000000000000000000000,1308365.82240000000000000000000000,1869094.03200000000000000000000000
2021-01-01,Item 09604,Popular Products,Extra Large,Pine Top,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,28.00000000000000000000000,662.4800000000000000000000000,946.4000000000000000000000000
2021-01-01,Item 09630,Popular Products,Large,Pine Top,Black,A - 14 Large Black,Large Format Lines,Atlanta,6438.00000000000000000000000,140605.9200000000000000000000000,200865.6000000000000000000000000
2021-01-01,Item 09660,Popular Products,Large,Snowflake,Red,A - 11 Large Red,Large Format Lines,Atlanta,15440.00000000000000000000000,337209.6000000000000000000000000,481728.0000000000000000000000000
2021-01-01,Item 09685,Popular Products,Small,Snowflake,White,P - 5 Small White,Small Format Lines,Phoenix,12344.330000000000000000000000,157266.76420000000000000000000000,224666.80600000000000000000000000
2021-01-01,Item 09698,Popular Products,Medium,Snowflake,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,10762.00000000000000000000000,200818.9200000000000000000000000,286807.3000000000000000000000000
2021-01-01,Item 09741,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,2539.00000000000000000000000,32346.8600000000000000000000000,46209.8000000000000000000000000
2021-01-01,Item 09756,Popular Products,Extra Large,Cave Creek,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,1432.090000000000000000000000,33883.24940000000000000000000000,48404.64200000000000000000000000
