_v_fcstm_id,period_id_mnth,_v_lagm_id,item,sop_family,size,brand,color,line,linegroup,plant,quantity,cogs,revenue
2022-04-01,2022-04-01,0,Item 00830,Popular Products,Large,Private Label,Black,A - 14 Large Black,Large Format Lines,Atlanta,1977.2400000000000000000000000,43182.921600000000000000000000000,61689.888000000000000000000000000
2022-04-01,2022-04-01,0,Item 00863,Popular Products,Extra Large,Pine Top,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,4478.999999999999999955210000,105973.13999999999999894026860000,151390.19999999999999848609800000
2022-04-01,2022-04-01,0,Item 01054,Popular Products,Extra Large,Pine Top,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,8409.9300000000000000000000000,198978.943800000000000000000000000,284255.634000000000000000000000000
2022-04-01,2022-04-01,0,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,733.1600000000000000000000000,13680.765600000000000000000000000,19538.714000000000000000000000000
2022-04-01,2022-04-01,0,Item 01143,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,5346.3000000000000000000000000,99761.958000000000000000000000000,142478.895000000000000000000000000
2022-04-01,2022-04-01,0,Item 01214,Popular Products,Large,Pine Top,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,4800.000000000000000000000000,104832.00000000000000000000000000,149760.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 01235,Popular Products,Large,Cave Creek,White,A - 15 Large White,Large Format Lines,Atlanta,363.4600000000000000000000000,7937.966400000000000000000000000,11339.952000000000000000000000000
2022-04-01,2022-04-01,0,Item 01269,Popular Products,Medium,Snowflake,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,1315.1500000000000000000000000,24540.699000000000000000000000000,35048.747500000000000000000000000
2022-04-01,2022-04-01,0,Item 01279,Popular Products,Small,Cave Creek,White,P - 5 Small White,Small Format Lines,Phoenix,750.000000000000000000000000,9555.00000000000000000000000000,13650.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 01404,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,535.000000000000000000000000,6815.90000000000000000000000000,9737.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 01411,Popular Products,Large,Cave Creek,Black,A - 14 Large Black,Large Format Lines,Atlanta,4488.000000000000000000000000,98017.92000000000000000000000000,140025.60000000000000000000000000
2022-04-01,2022-04-01,0,Item 01460,Popular Products,Large,Private Label,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,320.000000000000000000000000,6988.80000000000000000000000000,9984.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 01474,Popular Products,Medium,Pine Top,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,66837.1500000000000000000000000,1247181.219000000000000000000000000,1781210.047500000000000000000000000
2022-04-01,2022-04-01,0,Item 01642,Popular Products,Large,Snowflake,Red,A - 11 Large Red,Large Format Lines,Atlanta,1280.000000000000000000000000,27955.20000000000000000000000000,39936.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 01667,Popular Products,Extra Large,Cave Creek,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,480.000000000000000000000000,11356.80000000000000000000000000,16224.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 01822,Popular Products,Medium,Snowflake,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,25160.000000000000000000000000,469485.60000000000000000000000000,670514.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 01860,Popular Products,Medium,Private Label,White,P - 10 Medium White,Medium Format Lines,Phoenix,1390.8400000000000000000000000,25953.074400000000000000000000000,37065.886000000000000000000000000
2022-04-01,2022-04-01,0,Item 01965,Popular Products,Small,Private Label,Black,P - 4 Small Black,Small Format Lines,Phoenix,381.8900000000000000000000000,4865.278600000000000000000000000,6950.398000000000000000000000000
2022-04-01,2022-04-01,0,Item 01969,Popular Products,Large,Snowflake,Red,A - 11 Large Red,Large Format Lines,Atlanta,601.5400000000000000000000000,13137.633600000000000000000000000,18768.048000000000000000000000000
2022-04-01,2022-04-01,0,Item 02000,Popular Products,Extra Large,Private Label,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,1883.7900000000000000000000000,44570.471400000000000000000000000,63672.102000000000000000000000000
2022-04-01,2022-04-01,0,Item 02239,Popular Products,Medium,Snowflake,White,P - 10 Medium White,Medium Format Lines,Phoenix,230.000000000000000000000000,4291.80000000000000000000000000,6129.50000000000000000000000000
2022-04-01,2022-04-01,0,Item 02255,Popular Products,Extra Large,Snowflake,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,25860.5699999999999997413943000,611861.086199999999993881389138000,874087.265999999999991259127340000
2022-04-01,2022-04-01,0,Item 02261,Popular Products,Extra Large,Snowflake,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,9079.000000000000000000000000,214809.14000000000000000000000000,306870.20000000000000000000000000
2022-04-01,2022-04-01,0,Item 02345,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,45414.1600000000000000000000000,991845.254400000000000000000000000,1416921.792000000000000000000000000
2022-04-01,2022-04-01,0,Item 02439,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,16578.5800000000000000000000000,362076.187200000000000000000000000,517251.696000000000000000000000000
2022-04-01,2022-04-01,0,Item 02450,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,36620.5700000000000000000000000,466546.061800000000000000000000000,666494.374000000000000000000000000
2022-04-01,2022-04-01,0,Item 02711,Popular Products,Small,Snowflake,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,510.000000000000000000000000,6497.40000000000000000000000000,9282.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 02736,Popular Products,Extra Large,Private Label,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,1471.8900000000000000000000000,34824.917400000000000000000000000,49749.882000000000000000000000000
2022-04-01,2022-04-01,0,Item 02782,Popular Products,Medium,Private Label,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,1144.9900000000000000000000000,21365.513400000000000000000000000,30513.983500000000000000000000000
2022-04-01,2022-04-01,0,Item 02975,Popular Products,Large,Pine Top,Black,A - 14 Large Black,Large Format Lines,Atlanta,5044.8700000000000000000000000,110179.960800000000000000000000000,157399.944000000000000000000000000
2022-04-01,2022-04-01,0,Item 03005,Popular Products,Extra Large,Snowflake,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,2084.1900000000000000000000000,49311.935400000000000000000000000,70445.622000000000000000000000000
2022-04-01,2022-04-01,0,Item 03050,Popular Products,Small,Pine Top,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,125.7300000000000000000000000,1601.800200000000000000000000000,2288.286000000000000000000000000
2022-04-01,2022-04-01,0,Item 03056,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,61947.2600000000000000000000000,789208.092400000000000000000000000,1127440.132000000000000000000000000
2022-04-01,2022-04-01,0,Item 03247,Popular Products,Medium,Private Label,White,P - 10 Medium White,Medium Format Lines,Phoenix,2075.9500000000000000000000000,38737.227000000000000000000000000,55324.067500000000000000000000000
2022-04-01,2022-04-01,0,Item 03279,Popular Products,Extra Large,Snowflake,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,15.8800000000000000000000000,375.720800000000000000000000000,536.744000000000000000000000000
2022-04-01,2022-04-01,0,Item 03306,Popular Products,Extra Large,Pine Top,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,4186.0200000000000000000000000,99041.233200000000000000000000000,141487.476000000000000000000000000
2022-04-01,2022-04-01,0,Item 03367,Popular Products,Large,Private Label,White,A - 15 Large White,Large Format Lines,Atlanta,2002.0800000000000000000000000,43725.427200000000000000000000000,62464.896000000000000000000000000
2022-04-01,2022-04-01,0,Item 03372,Popular Products,Medium,Cave Creek,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,3036.4000000000000000303640000,56659.224000000000000566592240000,80920.060000000000000809200600000
2022-04-01,2022-04-01,0,Item 03476,Popular Products,Medium,Cave Creek,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,528.000000000000000000000000,9852.48000000000000000000000000,14071.20000000000000000000000000
2022-04-01,2022-04-01,0,Item 03609,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,78639.1800000000000000000000000,1717479.691200000000000000000000000,2453542.416000000000000000000000000
2022-04-01,2022-04-01,0,Item 03617,Popular Products,Extra Large,Cave Creek,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,518.1600000000000000000000000,12259.665600000000000000000000000,17513.808000000000000000000000000
2022-04-01,2022-04-01,0,Item 03619,Popular Products,Small,Cave Creek,Red,P - 1 Small Red,Small Format Lines,Phoenix,2977.6300000000000000000000000,37935.006200000000000000000000000,54192.866000000000000000000000000
2022-04-01,2022-04-01,0,Item 03810,Popular Products,Medium,Cave Creek,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,1004.000000000000000000000000,18734.64000000000000000000000000,26756.60000000000000000000000000
2022-04-01,2022-04-01,0,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,31910.8600000000000000000000000,696933.182400000000000000000000000,995618.832000000000000000000000000
2022-04-01,2022-04-01,0,Item 04222,Popular Products,Medium,Pine Top,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,9384.000000000000000000000000,175105.44000000000000000000000000,250083.60000000000000000000000000
2022-04-01,2022-04-01,0,Item 04270,Popular Products,Small,Pine Top,White,P - 5 Small White,Small Format Lines,Phoenix,0.000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 04326,Popular Products,Medium,Snowflake,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,1109.9800000000000000000000000,20712.226800000000000000000000000,29580.967000000000000000000000000
2022-04-01,2022-04-01,0,Item 04474,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,6672.4100000000000000000000000,145725.434400000000000000000000000,208179.192000000000000000000000000
2022-04-01,2022-04-01,0,Item 04500,Popular Products,Medium,Private Label,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,57448.9600000000000000000000000,1071997.593600000000000000000000000,1531014.784000000000000000000000000
2022-04-01,2022-04-01,0,Item 04517,Popular Products,Medium,Snowflake,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,4344.9200000000000000000000000,81076.207200000000000000000000000,115792.118000000000000000000000000
2022-04-01,2022-04-01,0,Item 04522,Popular Products,Extra Large,Snowflake,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,168.000000000000000000000000,3974.88000000000000000000000000,5678.40000000000000000000000000
2022-04-01,2022-04-01,0,Item 04529,Popular Products,Medium,Pine Top,White,P - 10 Medium White,Medium Format Lines,Phoenix,11720.000000000000000000000000,218695.20000000000000000000000000,312338.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 04627,Popular Products,Small,Pine Top,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,16157.1700000000000000000000000,205842.345800000000000000000000000,294060.494000000000000000000000000
2022-04-01,2022-04-01,0,Item 04654,Popular Products,Small,Private Label,Black,P - 4 Small Black,Small Format Lines,Phoenix,119.0500000000000000000000000,1516.697000000000000000000000000,2166.710000000000000000000000000
2022-04-01,2022-04-01,0,Item 04678,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,538.9100000000000000000000000,12750.610600000000000000000000000,18215.158000000000000000000000000
2022-04-01,2022-04-01,0,Item 04767,Popular Products,Large,Pine Top,Red,A - 11 Large Red,Large Format Lines,Atlanta,9760.000000000000000000000000,213158.40000000000000000000000000,304512.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 04785,Popular Products,Small,Snowflake,Yellow,P - 2 Small Yellow,Small Format Lines,Phoenix,20863.8899999999999997913611000,265805.958599999999997341940414000,379722.797999999999996202772020000
2022-04-01,2022-04-01,0,Item 04825,Popular Products,Large,Snowflake,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,95877.3200000000000000000000000,2093960.668800000000000000000000000,2991372.384000000000000000000000000
2022-04-01,2022-04-01,0,Item 04831,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,163214.8100000000000000000000000,3045588.354600000000000000000000000,4349674.686500000000000000000000000
2022-04-01,2022-04-01,0,Item 04856,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,2976.8600000000000000000000000,65014.622400000000000000000000000,92878.032000000000000000000000000
2022-04-01,2022-04-01,0,Item 05008,Popular Products,Medium,Snowflake,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,1159.2200000000000000000000000,21631.045200000000000000000000000,30893.213000000000000000000000000
2022-04-01,2022-04-01,0,Item 05157,Popular Products,Extra Large,Snowflake,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,12231.1200000000000000000000000,289388.299200000000000000000000000,413411.856000000000000000000000000
2022-04-01,2022-04-01,0,Item 05179,Popular Products,Small,Private Label,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,956.4300000000000000000000000,12184.918200000000000000000000000,17407.026000000000000000000000000
2022-04-01,2022-04-01,0,Item 05185,Popular Products,Small,Cave Creek,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,111.4500000000000000000000000,1419.873000000000000000000000000,2028.390000000000000000000000000
2022-04-01,2022-04-01,0,Item 05197,Popular Products,Extra Large,Snowflake,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,12091.9100000000000000000000000,286094.590600000000000000000000000,408706.558000000000000000000000000
2022-04-01,2022-04-01,0,Item 05213,Popular Products,Extra Large,Cave Creek,Red,A - 16 Ex Lrg Red,Ex. Lrg. Format Lines,Atlanta,1664.6200000000000000000000000,39384.909200000000000000000000000,56264.156000000000000000000000000
2022-04-01,2022-04-01,0,Item 05317,Popular Products,Small,Snowflake,Red,P - 1 Small Red,Small Format Lines,Phoenix,523.3800000000000000000000000,6667.861200000000000000000000000,9525.516000000000000000000000000
2022-04-01,2022-04-01,0,Item 05388,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,1445.3900000000000000000000000,31567.317600000000000000000000000,45096.168000000000000000000000000
2022-04-01,2022-04-01,0,Item 05465,Popular Products,Large,Snowflake,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,34720.000000000000000000000000,758284.80000000000000000000000000,1083264.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 05469,Popular Products,Large,Private Label,Black,A - 14 Large Black,Large Format Lines,Atlanta,2024.000000000000000000000000,44204.16000000000000000000000000,63148.80000000000000000000000000
2022-04-01,2022-04-01,0,Item 05493,Popular Products,Medium,Cave Creek,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,1561.8700000000000000000000000,29144.494200000000000000000000000,41623.835500000000000000000000000
2022-04-01,2022-04-01,0,Item 05791,Popular Products,Large,Snowflake,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,20265.2699999999999997973473000,442593.496799999999995574065032000,632276.423999999999993677235760000
2022-04-01,2022-04-01,0,Item 05913,Popular Products,Large,Cave Creek,Black,A - 14 Large Black,Large Format Lines,Atlanta,30217.3000000000000000000000000,659945.832000000000000000000000000,942779.760000000000000000000000000
2022-04-01,2022-04-01,0,Item 06000,Popular Products,Extra Large,Cave Creek,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,1736.6400000000000000173664000,41088.902400000000000410889024000,58698.432000000000000586984320000
2022-04-01,2022-04-01,0,Item 06094,Popular Products,Small,Pine Top,White,P - 5 Small White,Small Format Lines,Phoenix,2680.7600000000000000000000000,34152.882400000000000000000000000,48789.832000000000000000000000000
2022-04-01,2022-04-01,0,Item 06129,Popular Products,Medium,Snowflake,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,97420.4800000000000000000000000,1817866.156800000000000000000000000,2596255.792000000000000000000000000
2022-04-01,2022-04-01,0,Item 06190,Popular Products,Small,Cave Creek,Red,P - 1 Small Red,Small Format Lines,Phoenix,3190.000000000000000000000000,40640.60000000000000000000000000,58058.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 06228,Popular Products,Medium,Snowflake,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,62770.9700000000000000000000000,1171306.300200000000000000000000000,1672846.350500000000000000000000000
2022-04-01,2022-04-01,0,Item 06436,Popular Products,Medium,Pine Top,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,50821.9200000000000000000000000,948337.027200000000000000000000000,1354404.168000000000000000000000000
2022-04-01,2022-04-01,0,Item 06455,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,6401.600000000000000064016000,139810.94400000000000139810944000,199729.92000000000000199729920000
2022-04-01,2022-04-01,0,Item 06519,Popular Products,Large,Snowflake,White,A - 15 Large White,Large Format Lines,Atlanta,28544.4400000000000000000000000,623410.569600000000000000000000000,890586.528000000000000000000000000
2022-04-01,2022-04-01,0,Item 06524,Popular Products,Large,Pine Top,Blue,A - 13 Large Blue,Large Format Lines,Atlanta,9291.900000000000000000000000,202935.09600000000000000000000000,289907.28000000000000000000000000
2022-04-01,2022-04-01,0,Item 06591,Popular Products,Extra Large,Cave Creek,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,62.500000000000000000000000,1478.75000000000000000000000000,2112.50000000000000000000000000
2022-04-01,2022-04-01,0,Item 06605,Popular Products,Medium,Pine Top,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,968.9700000000000000000000000,18080.980200000000000000000000000,25823.050500000000000000000000000
2022-04-01,2022-04-01,0,Item 06700,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,56637.4500000000000000000000000,1056854.817000000000000000000000000,1509388.042500000000000000000000000
2022-04-01,2022-04-01,0,Item 06771,Popular Products,Small,Pine Top,Red,P - 1 Small Red,Small Format Lines,Phoenix,2949.9700000000000000000000000,37582.617800000000000000000000000,53689.454000000000000000000000000
2022-04-01,2022-04-01,0,Item 06829,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,6800.000000000000000000000000,148512.00000000000000000000000000,212160.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 06998,Popular Products,Extra Large,Pine Top,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,112.000000000000000000000000,2649.92000000000000000000000000,3785.60000000000000000000000000
2022-04-01,2022-04-01,0,Item 07000,Popular Products,Extra Large,Snowflake,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,278.9300000000000000000000000,6599.483800000000000000000000000,9427.834000000000000000000000000
2022-04-01,2022-04-01,0,Item 07011,Popular Products,Medium,Snowflake,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,2025.5900000000000000000000000,37797.509400000000000000000000000,53981.973500000000000000000000000
2022-04-01,2022-04-01,0,Item 07069,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,5812.000000000000000000000000,126934.08000000000000000000000000,181334.40000000000000000000000000
2022-04-01,2022-04-01,0,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,5043.000000000000000000000000,119317.38000000000000000000000000,170453.40000000000000000000000000
2022-04-01,2022-04-01,0,Item 07149,Popular Products,Extra Large,Pine Top,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,2816.5400000000000000000000000,66639.336400000000000000000000000,95199.052000000000000000000000000
2022-04-01,2022-04-01,0,Item 07218,Popular Products,Small,Cave Creek,Black,P - 4 Small Black,Small Format Lines,Phoenix,2084.000000000000000000000000,26550.16000000000000000000000000,37928.80000000000000000000000000
2022-04-01,2022-04-01,0,Item 07623,Popular Products,Large,Pine Top,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,3035.000000000000000000000000,66284.40000000000000000000000000,94692.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 07721,Popular Products,Extra Large,Pine Top,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,101.9300000000000000000000000,2411.663800000000000000000000000,3445.234000000000000000000000000
2022-04-01,2022-04-01,0,Item 07729,Popular Products,Extra Large,Snowflake,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,5679.999999999999999943200000,134388.79999999999999865611200000,191983.99999999999999808016000000
2022-04-01,2022-04-01,0,Item 07762,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,208.8300000000000000000000000,4560.847200000000000000000000000,6515.496000000000000000000000000
2022-04-01,2022-04-01,0,Item 07778,Popular Products,Medium,Pine Top,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,11954.9499999999999998804505000,223079.366999999999997769206330000,318599.417499999999996814005825000
2022-04-01,2022-04-01,0,Item 07782,Popular Products,Medium,Pine Top,Blue,P - 8 Medium Blue,Medium Format Lines,Phoenix,5666.6800000000000000000000000,105740.248800000000000000000000000,151017.022000000000000000000000000
2022-04-01,2022-04-01,0,Item 07895,Popular Products,Extra Large,Snowflake,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,6658.000000000000000000000000,157528.28000000000000000000000000,225040.40000000000000000000000000
2022-04-01,2022-04-01,0,Item 07946,Popular Products,Small,Pine Top,Blue,P - 3 Small Blue,Small Format Lines,Phoenix,104.1200000000000000000000000,1326.488800000000000000000000000,1894.984000000000000000000000000
2022-04-01,2022-04-01,0,Item 07947,Popular Products,Large,Cave Creek,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,832.3300000000000000000000000,18178.087200000000000000000000000,25968.696000000000000000000000000
2022-04-01,2022-04-01,0,Item 07957,Popular Products,Extra Large,Cave Creek,Blue,A - 18 Ex Lrg Blue,Ex. Lrg. Format Lines,Atlanta,5156.6600000000000000000000000,122006.575600000000000000000000000,174295.108000000000000000000000000
2022-04-01,2022-04-01,0,Item 07992,Popular Products,Extra Large,Cave Creek,Black,A - 19 Ex Lrg Black,Ex. Lrg. Format Lines,Atlanta,0.000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000000
2022-04-01,2022-04-01,0,Item 08042,Popular Products,Medium,Private Label,Black,P - 9 Medium Black,Medium Format Lines,Phoenix,2366.000000000000000000000000,44149.56000000000000000000000000,63053.90000000000000000000000000
2022-04-01,2022-04-01,0,Item 08046,Popular Products,Medium,Private Label,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,2028.000000000000000000000000,37842.48000000000000000000000000,54046.20000000000000000000000000
2022-04-01,2022-04-01,0,Item 08047,Popular Products,Large,Cave Creek,Black,A - 14 Large Black,Large Format Lines,Atlanta,24188.999999999999999758110000,528287.75999999999999471712240000,754696.79999999999999245303200000
2022-04-01,2022-04-01,0,Item 08050,Popular Products,Large,Pine Top,White,A - 15 Large White,Large Format Lines,Atlanta,43721.8100000000000000000000000,954884.330400000000000000000000000,1364120.472000000000000000000000000
2022-04-01,2022-04-01,0,Item 08108,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,27.9800000000000000000000000,662.006800000000000000000000000,945.724000000000000000000000000
2022-04-01,2022-04-01,0,Item 08132,Popular Products,Large,Snowflake,White,A - 15 Large White,Large Format Lines,Atlanta,17567.9300000000000000000000000,383683.591200000000000000000000000,548119.416000000000000000000000000
2022-04-01,2022-04-01,0,Item 08135,Popular Products,Medium,Pine Top,White,P - 10 Medium White,Medium Format Lines,Phoenix,2003.2200000000000000000000000,37380.085200000000000000000000000,53385.813000000000000000000000000
